"","14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
"HCC1187_BREAST",-0.327134,-0.057769,-0.261437,-0.977344,-0.226029,-0.560712,-0.471139,-0.117787,0.440627,0.5153,0.276239,0.397681,0.415766,0.681983,0.387562,1.499747,1.432026,-1.112808,-0.632359,-0.12881,-1.369386,0.503267,1.297341,0.638806,-1.515672,0.119862,0.227663,-0.013958,-0.041468,-1.931093,-0.124368,0.222965,-0.150688,-0.298467,0.772513,0.217296,1.028811,-0.147092,0.212302,0.123242,-0.222136,0.180144,3.126021,-0.171956,-0.155835,0.031162,0.480444,0.358608,0.0871,0.926723,-0.440109,-1.230748,-0.093649,-0.116491,0.795545,-0.853694,0.236562,0.158327,0.38892,0.036264,-0.010118,1.070463,0.062586,0.543296,-0.311061,0.866571,0.593875,-0.105046,-0.22359,0.169239,3.400576,-0.020134,-0.242971,0.38693,0.594149,-0.04871,-0.250558,-0.222885,0.022583,0.005233,-0.053208,-0.139789,-0.030046,-0.009105,-0.721475,0.452435,0.130449,0.304903,-0.821178,0.095844,2.264842,-0.606871,1.564773,0.011179,0.199429,0.561813,0.556183,1.180134,0.729462,0.263366,0.253351,-0.226909,-0.003506,0.880077,-0.053091,-0.406517,-0.030152,0.74863,0.086327,-0.142486,-0.24441,0.248435,0.386029,0.060733,-0.691835,-0.53795,0.201648,-0.101083,-0.110976,-0.00442,-0.185983,0.038905,-0.02805,0.191905,0.036547,-0.373597,-0.013829,0.153532,-0.555709,1.800753,-0.021254,0.228777,-0.476804,0.07325,-0.223974,-0.205744,0.325418,0.882247,1.15756,1.168912,0.571063,-0.197896,0.449182,0.016908,0.131483,0.151292,-0.387551,-0.410796,-0.373635,0.345605,1.233689,-0.126306,-0.199063,-0.083839,-0.269991,-0.390834,-0.230913,-1.16048,-2.358324,-0.338664,-0.236929,1.122613,-0.025016,0.13509,0.048307,-0.630556,0.408659,1.550004,-0.06722,-0.065713,-0.253541,-0.43269,-1.127353,0.059406,-0.366974,0.14929,0.167217,-0.01121,0.101888,0.252209,-0.163815,0.152391,0.390407,0.268494,-0.660624,0.720549,-0.26522,0.051928,0.183322,-0.244921,-0.435087,0.343018,0.975125,0.41822,1.572742,0.061065,1.41004,-0.323081,0.234294,-0.813632,-0.481307,-0.289352,0.001493,-0.317751,0.085702,-0.178645,-0.677448,3.598239,0.043785,-0.575719,0.499935,0.925645,-0.10616,0.247925
"HCC1954_BREAST",0.340273,-0.297638,0.958337,-1.045375,-0.657811,-1.110848,-0.559138,-0.593431,-0.301889,0.596565,0.418545,-0.365093,-0.075132,-0.057985,-0.784649,2.017168,0.903152,0.397656,-0.00989,0.083198,0.67195,-0.143842,0.858256,-1.238029,-1.541247,-1.51503,-0.269895,-0.081795,-0.16128,-0.163001,0.132371,-0.830407,0.529811,-0.356997,1.237578,0.15978,2.17506,0.047354,-0.44183,-0.318492,0.100915,-0.54323,0.386046,0.527974,-0.250253,-0.44252,-0.631698,-0.176432,0.017601,0.154842,-0.256489,0.715904,0.105729,-0.444652,1.494154,-0.099599,-0.097502,0.039467,0.142082,-0.001797,-0.094391,3.28863,-0.543964,0.684708,0.515896,0.339457,0.754073,-0.278637,-0.507958,-0.194295,4.039192,0.805043,-0.25399,0.139673,3.211182,-0.001959,0.197728,-0.23444,-0.345259,-0.107906,0.231825,1.115758,0.679857,0.62799,-0.658824,0.136527,0.052824,0.066359,0.235052,1.84142,-0.168598,0.819506,1.110226,-0.400504,-0.118507,0.385953,0.385867,4.8955,4.653271,0.031835,0.107424,-0.212615,0.363118,-0.078216,-0.420796,-0.76302,0.726595,0.160696,1.049191,-0.516155,0.615321,-0.085664,0.586663,-0.197206,0.328947,0.210706,-0.289473,-0.287361,-0.185748,0.00521,-0.188746,0.1727,-0.097177,0.725117,0.110361,-0.332437,-0.016487,-0.607309,1.054711,0.234546,1.440262,2.102608,-0.598205,-0.398511,-0.232459,0.017952,0.235768,0.500592,0.542311,0.708561,-0.297239,-0.305475,-0.174652,0.187506,-0.253036,-0.194147,0.140558,-0.333643,-0.810773,0.203009,-1.755499,-0.060715,-0.082179,-0.033123,1.787087,-0.387859,-0.097826,-0.07107,-0.239019,0.143007,0.118731,0.249055,-0.197046,-0.149118,0.304565,-0.686353,-0.040394,1.893678,0.520649,0.379216,-0.673548,0.080617,0.28947,0.125571,-0.582885,-0.048247,0.267657,1.086032,1.45555,1.064502,-0.253408,-0.367606,0.514642,0.439833,-0.073277,-0.209438,0.070275,-0.463137,-0.213271,0.197251,0.580057,-0.026479,0.530157,0.659802,-0.353862,-0.56684,2.265149,-0.313025,1.055284,-0.142407,0.31221,-0.617662,0.793716,-0.631525,-0.390778,-0.329575,0.491769,0.992138,0.216566,0.053978,0.482535,1.067278,0.116557,-0.011389
"HCC2935_LUNG",-0.06318,-0.052566,-0.393885,-0.824931,-0.356258,-0.362471,-0.612018,-0.056697,1.649862,1.23182,1.556625,-0.183668,-0.051127,-0.322911,1.332097,0.646072,0.857532,1.21772,0.527476,-0.263173,1.629016,0.312325,-0.091879,1.540033,-0.505339,0.940331,0.762085,0.035755,-0.386767,-0.402725,-0.557505,-0.387297,0.101033,0.146475,1.85321,0.450357,-0.256663,0.091696,0,-0.274496,-0.365052,-0.38318,0.241554,-0.135434,-0.166666,0.037752,-0.461445,-0.519191,-0.133784,0.67832,0.074098,-1.961488,-0.217908,-0.089006,0.923899,0.011245,-0.484421,-0.115629,0.304029,0.117012,-0.004734,3.856134,-0.141981,0.255793,0.073636,-0.318364,-0.415698,-0.055512,-0.233807,-0.543313,5.129798,-0.198054,-1.381993,0.52205,1.042247,-0.019932,-0.225544,-0.995597,-0.306663,-0.020818,-0.12627,0.461039,-0.338382,0.375732,1.087505,0.170855,-0.094203,-0.253645,-0.189739,1.898464,-0.351068,0.282158,-0.580105,0.47513,0.167013,-0.304564,-0.261205,0.553783,0.478228,0.259266,-0.182164,-0.439679,-0.015498,0.080948,0.141231,0.031654,-0.303519,0.169695,0.646116,0.962399,0.383226,-0.929019,0.410232,-0.480737,0.436901,-0.097414,-0.055588,-0.097143,-0.00207,-0.117881,0.330102,0.285684,-0.229824,0.989328,-0.448393,-0.149236,-0.780987,0.108848,-0.005396,-0.803028,0.510433,-0.939991,0.587307,-0.422465,-0.150249,-0.326016,0.450795,0.895587,0.303049,0.79391,0.052629,-0.025826,1.1031,0.197523,-0.160861,-0.377809,0.781901,-0.317949,-0.671276,-0.116147,-1.03287,0.345401,0.751602,0.280296,-0.199576,0.198495,0.092152,1.217125,1.095556,0.284013,0.468534,-0.692339,-0.235379,0.193066,-0.265194,-0.398768,-1.653265,2.148406,-0.16852,-0.00362,0.295436,-0.223139,0.300283,-1.103776,-0.022701,0.560278,0.568251,1.730786,1.731538,-0.33288,-0.183441,-0.101451,0.854394,0.616383,-0.294303,-0.184477,-0.124143,-0.260497,-0.330896,0.455069,0.055303,0.071572,0.829956,0.837118,0.143109,-0.301456,3.467658,-0.604054,-0.738841,0.026158,0.925444,0.481492,0.097147,0.376344,0.031248,-0.163689,-0.542963,0.506308,-0.253337,0.11476,-0.019145,0.243863,-0.581145,-0.12386
"HCC70_BREAST",0.089176,-0.147475,0.519956,-0.710778,-0.420148,-0.727408,-0.4834,-0.534111,-0.192914,0.600567,-0.073123,-0.424404,0.072787,-0.217123,-0.115866,2.319838,1.601606,0.2525,-0.001719,0.484576,1.430963,0.05913,0.287661,0.296772,-0.351655,0.496877,0.463956,0.278863,-0.153547,-0.348963,0.353723,-0.558142,0.256796,-0.245366,1.062193,0.281362,0.091091,0.012863,0.880591,0.631759,-0.157506,-0.395282,1.411648,-0.332776,-0.182841,-0.591833,-0.588948,-0.387401,-0.06867,0.096374,0.011828,-1.687904,0.187708,-0.295226,0.92118,-0.465261,-0.182075,0.547804,0.704919,0.043321,-0.346148,4.664493,-0.137919,-0.161988,0.133374,-0.535835,1.044652,-0.162018,0.081242,-0.085256,3.677143,0.264241,0.524108,1.000352,0.635184,-0.076139,-0.25625,-0.324148,-0.346299,0.057676,0.198128,0.981301,0.688821,0.188777,-0.775097,0.566089,0.002695,0.184586,-0.351134,1.376869,-1.852244,0.686714,1.341271,0.171175,0.083782,-0.31324,-0.405054,0.443683,0.206539,0.329003,-0.256363,-0.227062,-0.124789,-1.067036,-0.28172,-0.350017,0.53167,-0.059436,0.062147,-0.591069,2.005318,0.231844,0.63808,-0.286756,0.63623,-0.090908,0.033742,-0.247564,-0.229967,0.059377,0.430573,0.278381,-0.065081,1.326605,0.088514,-0.313627,0.355327,0.769027,0.369354,0.106547,1.195327,3.466546,-1.112718,-0.219487,-0.135178,-0.321222,0.241121,0.604475,0.180292,1.3476,-0.598432,-0.678737,-1.196305,0.828196,-0.361697,0.103962,-0.834127,-0.402214,-0.902137,0.153653,0.828518,0.375993,0.456189,0.119093,1.444735,-0.105385,0.291348,-0.893567,-1.342296,-0.258884,-0.003163,-1.477861,-0.194665,0.220023,0.696251,-0.651981,-3.033858,2.236966,0.022967,0.121838,-0.369594,-0.476769,-1.533025,0.118515,0.43097,0.073042,1.209278,-0.718458,-0.75528,-0.089519,-0.245216,-0.227865,0.55711,0.01179,-0.463217,0.151327,-0.057824,-0.224682,-0.077964,-0.428983,-0.131825,0.016793,0.440527,0.848865,0.403633,0.090784,-0.972925,-0.159668,0.585882,-0.494265,-0.088453,-0.665793,0.415956,-0.24754,0.255492,-0.036784,-0.363257,2.402254,0.042551,-0.56294,-0.33214,-0.460243,-0.160723,-0.287553
"HCT116_LARGE_INTESTINE",0.174725,-0.080959,-0.114487,-1.361618,0.018778,-1.228553,-0.445818,0.468578,-0.518178,0.336378,-0.062378,-0.386057,-0.418624,-0.159758,0.6239,-1.152459,-0.599359,0.097202,0.118657,0.252703,-0.231572,-0.602189,-0.414172,-1.163142,0.197394,-0.549467,-0.385124,0.20367,-0.039707,0.017017,-0.391274,-0.484571,0.363876,-0.133904,1.028385,0.084363,0.773017,0.121144,-0.771916,-0.567098,0.358848,-0.262815,0.708469,-0.193016,-0.051585,-0.43311,-0.07518,0.055932,0.079367,-0.028424,-0.287518,1.196006,0.17626,-0.349661,0.021279,-0.338811,-0.296786,0.102594,-0.352029,-0.09707,-0.375106,0.360425,0.11175,0.156674,0.375864,0.476933,-0.135188,-0.083214,-0.203383,0.511451,0.706998,0.250889,-1.330995,-0.365239,-0.062258,0.061012,-0.161384,-0.154861,-0.346853,0.010144,0.209434,2.079563,0.465353,0.083974,3.032095,-0.947507,-0.074361,0.139019,0.383974,-0.040034,0.306279,-1.382355,0.801769,-0.475242,0.157762,0.512217,0.255597,0.329405,0.051689,-0.284561,0.205783,0.160426,-0.055764,2.026372,-0.244287,0.569024,0.016481,-0.118952,1.030263,-0.250313,-0.10777,1.991393,0.489893,0,-0.090252,-0.235966,-0.076174,-0.13665,0.324346,0.735626,0.303382,0.4705,0.168808,0.967815,0.661047,-0.296971,-0.339122,-0.111775,1.067042,0.407728,-0.130219,1.639186,1.723801,-0.33049,-0.292082,-0.105229,-0.505325,-0.908767,-0.105049,0.314793,-0.505099,0.062681,-0.523564,0.009138,0.148184,1.360782,1.201695,-0.071405,0.634283,-0.391654,0.587566,-0.0606,-0.027879,0.358308,0.59572,0.044439,0.314399,0.142172,0.336978,-0.138317,0.899118,1.072493,0.033709,-0.327099,-0.490646,-0.09971,0.045243,-0.742386,0.725077,-0.197244,0.371066,0.021544,-0.678057,0.057513,0.338628,0.227517,-0.100054,0.810157,1.220208,0.648822,-0.229913,0.169641,-0.447821,-0.226031,0.102664,-0.218289,0.228929,-0.275984,0.096372,0.021193,-0.428562,0.02691,-0.129118,-0.151331,-0.112364,-0.281128,-2.285512,0.106331,0.511492,-0.277743,0.603936,-0.009558,0.453765,0.287152,-0.26055,-0.171132,1.413416,1.915632,0.246137,-0.003745,-0.161279,-0.5406,-0.027492,0.417042
"HCT15_LARGE_INTESTINE",-0.184141,-0.002974,0.013283,0.570153,-0.724168,-0.956193,-0.145127,0.112403,-0.112858,0.75691,0.290489,-0.150745,0.174944,-0.191907,-0.426079,-1.082159,-0.708064,0.37111,-0.06402,0.735048,-0.7946,-0.034738,-0.064696,1.829301,-0.121075,0.313503,0.090444,0.198419,0.141931,0.52142,0.082993,0.039371,-0.199387,0.012606,1.652394,0.32461,-0.86832,0.039889,-0.446587,-0.289206,-0.153336,-0.29795,0.119797,-0.229641,0.061389,-0.425781,0.090929,0.224385,-0.018802,0.363256,0.126395,-1.014359,-0.020331,0.066226,0.94813,0.108152,0.027266,-0.080709,-1.29391,-0.303277,-0.025472,4.836133,-0.10579,-0.513863,-0.318057,-0.015721,0.210784,0.007728,0.236484,0.102947,4.394496,-0.131616,0.109529,0.089598,0.53576,0.018077,0.047097,-0.08643,-0.03262,0.184144,-0.012148,0.006584,-0.298278,-0.233213,-1.470987,0.209602,0.08536,0.103453,-0.280124,-0.343959,0.807239,0.545944,-0.108229,0.147191,-0.054262,0.342846,-0.089274,0.948527,0.338147,0.816105,0.098225,-0.087702,-0.090711,-0.212373,-0.037403,0.230132,-0.080922,-0.331068,0.242535,0.362087,0.020181,-0.629837,-0.039927,0.380147,-0.018504,-0.398475,0.541882,0.09368,-0.777872,-2.503127,0.067662,-0.231466,-0.142533,0.054436,-0.514722,0.039544,-1.059027,-0.263515,0.241142,-0.260052,0.16405,-0.830705,-0.116799,0.223636,0.009338,-0.133055,0.031287,0.195481,0.043583,0.091203,-0.05476,0.244783,-0.896086,0.831305,0.063773,-0.116092,-0.472201,-0.085983,0.106067,0.245509,1.016499,0.219872,0.370322,-0.390388,-0.094669,0.073905,0.085026,-0.096685,-0.349182,-0.375809,-0.428577,-0.579064,0.076378,-0.474478,0.200896,-0.205969,0.619142,1.386378,0.008722,-0.277784,-0.216417,0.044758,-0.15175,0.198165,0.250605,-0.406515,1.208574,-0.80478,-2.015608,-0.101046,-0.027774,0.458659,0.236831,-0.018814,-0.24886,0.460616,-0.012766,0.234341,-0.221567,-0.154797,0.681139,-0.025902,0.027581,-0.646337,0.443174,-0.09871,2.59057,-0.402863,-0.104245,0.065471,-0.150089,0.499636,-0.033926,-0.071022,-0.141909,0.114987,-0.248541,1.393802,0.235264,0.078614,0.349968,0.115631,-0.208383,-0.215242
"HDQP1_BREAST",0.041288,0.022745,0.01934,-0.457065,-0.358305,-0.461678,-0.120279,0.033503,0.382003,-0.766047,-0.573352,1.087809,0.165198,0.345974,-0.694956,-0.063269,-0.067248,0.456581,-0.364441,-0.507818,0.075831,0.613736,-0.105174,-0.291787,-0.514323,-0.172589,-0.121542,-0.027457,0.028728,-0.22771,-0.434336,0.076942,-0.100488,0.103976,-0.060589,0.021034,0.273847,-0.182917,0.397146,0.363,0.330063,0.023813,-0.139498,0.515326,-0.017008,-0.060984,-0.862284,-0.498725,-0.157992,0.129586,0.08462,2.861113,-0.014258,0.246214,1.492018,-0.278677,-0.020952,0.104303,0.174841,0.306156,-0.150441,3.835028,-0.029833,0.388955,-0.085248,0.333761,-0.081216,0.216044,-0.134792,0.273414,3.24086,-0.719235,0.024553,0.492416,0.72539,-0.057965,-0.249301,-0.217412,0.382254,-0.11732,0.00272,-0.268543,0.002282,-1.543867,0.663217,0.095243,0.599512,-0.115462,-0.054813,0.713311,0.995915,-1.084998,1.202839,-0.278824,-0.451045,-0.518349,-0.47146,0.57532,0.373831,0.624132,-0.094713,0.075464,0.171253,0.137771,0.235556,0.239349,-0.118922,0.072183,-0.314471,-0.936746,0.225804,0.168358,-0.745747,-0.096307,-0.172245,-0.317401,0.010896,0.118311,0.311919,0.125084,-0.325477,-0.224345,0.347196,-0.628428,-0.076164,0.334457,0.228297,-0.237926,-0.422632,-0.047092,1.536148,2.357758,0.009827,0.089741,0.320439,-0.102781,-0.036029,-0.42491,0.092742,-0.238457,0.00064,0.044008,0.411679,0.085361,-0.071845,0.152777,0.500663,0.02987,-0.366042,-0.317171,0.801799,-0.241142,-0.442646,-0.02814,-0.085396,0.013228,-0.29035,-0.454638,-0.65758,-0.144947,-0.689291,-0.547771,0.192496,-0.315669,0.529769,-0.26196,-0.392208,1.310205,-0.136034,0.139898,-0.237226,-0.75625,0.454322,-0.344302,0.448258,0.148511,0.09579,-0.746735,-0.924928,0.02832,1.034968,-0.441436,0.388334,0.320396,-0.318189,-0.112354,-0.300689,-0.051136,0.033723,-0.019932,0.166864,0.577274,0.438275,0.713843,0.008648,0.264097,-1.311055,0.209036,-0.273888,-0.172583,0.960293,0.079992,-0.240933,-0.545362,0.012693,0.351991,1.450116,0.91524,-0.024223,0.059268,0.146473,0.301655,0.151399,-0.2653
"HEC151_ENDOMETRIUM",-0.045176,0.01935,-0.053039,-0.567542,0.301944,-0.157949,0.071373,0.57206,0.259118,-0.326456,-0.315704,0.322818,-0.11696,0.252698,-1.935731,1.980993,0.985594,0.228399,-0.018237,-1.626018,-1.660223,-0.298,-0.074421,0.494405,-1.697389,-0.06723,0.095046,-0.41983,-0.268759,-0.275794,-1.648515,0.406664,0.463878,-0.349538,0.401244,0.009108,-5.7e-05,0.239942,0.034214,0.013573,-0.013799,0.245709,-0.537182,0.239449,-0.034931,0.653071,-0.347834,-0.562508,-0.041383,0.253844,-0.096637,-0.79932,0.165864,-0.190491,0.190754,0.087352,-0.01112,-0.334532,0.552279,-0.258812,0.151346,1.445607,0.056616,0.646147,0.39056,0.135608,0.408531,0.045568,-0.502633,0.109847,2.452158,0.998401,0.098891,0.158399,-0.327055,-0.03679,-0.345943,0,-0.223526,-0.086533,0.128751,-0.101788,0.522694,0.05874,-0.385448,-0.083198,0.108669,-0.193722,0.550038,-0.375424,-0.541182,0.035209,0.168273,0.061382,0.063966,-0.199072,0.225357,0.247216,0.185171,-0.096937,-0.170925,-0.093557,0.069398,-0.510193,0.117114,-0.261099,-0.0808,-0.202133,-0.46594,0.087019,0.134159,-0.570884,0.373615,0.627152,-0.74945,-0.081089,0.305193,-0.061375,-0.505521,-0.556936,-0.796923,-0.065426,0.743366,0.48872,0.124684,0.106988,-0.264867,-0.40821,0.757697,-0.092467,0.287661,-0.366297,0.132966,-0.300276,-0.010378,0.00518,-0.092247,-0.136169,-1.064177,-0.208231,1.035031,-0.322102,0.045359,0.068411,-0.140605,-0.205905,0.722524,-0.340589,0.219872,0.12027,-0.665892,-0.309194,-0.4475,-0.078389,0.736915,-0.212264,-0.310071,-0.030522,0.005703,0.01598,-0.824668,0.340408,-0.348621,0.077078,0.038486,-0.128326,-1.707526,0.873211,-0.66655,0.69236,-0.409466,0.188956,0.042528,1.005876,-0.65803,-0.074618,-0.005629,0.531384,0.849249,0.305763,-0.27948,0.246562,0.098844,-0.579673,1.055658,-0.008523,0.484305,-0.085869,-0.030339,-0.741666,-0.250779,-0.449616,0.071894,-0.377095,-0.223442,-0.229447,0.677051,0.062374,0.82293,0.025551,-0.145273,-0.600318,0.954273,-0.917336,0.011689,-0.606632,-0.692878,0.979984,0.079885,-0.045386,0.12805,0.075223,0.232409,-0.084015
"HEC265_ENDOMETRIUM",0.106115,-0.292348,-0.306688,-0.602603,-0.502358,-0.753566,-0.074196,0.422318,0.352013,-1.052429,0.199547,-0.093892,0.109071,0.445567,-0.845759,3.309169,1.556356,1.156291,-0.371438,-2.23998,0.739266,0.356757,-0.041835,0.346676,-1.741954,-0.781308,-0.680927,-0.475448,-0.148874,0.449588,-0.117203,0.1752,0.365304,-0.192276,1.603967,-0.086874,0.744259,0.416621,0.385455,0.191728,0.281031,0.396731,-0.424391,0.265468,-0.063308,0.712622,-0.143432,-0.306641,-0.184971,0.115518,-0.26228,3.155545,-0.195316,-0.263733,2.515811,-0.025464,-0.010239,-0.301843,0.28485,-0.224995,0.379096,2.37844,-0.120038,1.124663,1.122684,-0.170048,0.525719,0.21372,-0.483406,-0.694477,2.690408,-0.43897,0.077997,0.517348,-0.377067,0.048004,-0.77821,0.176517,-0.075161,-0.236136,0.102362,0.050994,0.473913,-0.546329,-0.454426,0.464865,0.18836,-0.358274,0.621376,0.434564,0.297967,-1.782653,0.225218,0.101428,0.179401,-1.699441,-1.769411,-0.26666,-0.174735,0.093797,-0.050324,-0.288118,0.207759,-0.924957,0.04367,-0.353122,-0.146986,-0.330569,0.252696,0.559302,0.406255,-0.771095,-0.194223,0.664477,-1.168315,-0.813095,0.334887,0.249965,-0.255632,-0.189712,-0.281441,-0.116449,0.125077,0.65572,0.477206,0.24107,0.254089,-1.108226,0.431731,0.091094,0.605049,-0.595393,0.029246,0.742816,-0.087061,-0.088431,-0.168909,-0.278801,-1.703797,-0.228403,0.941908,-0.353193,0.548499,-0.026655,-0.114255,-0.834242,2.645562,-0.350798,-0.934757,0.345098,-1.059917,-0.153051,-0.152559,0.031332,-0.106065,-0.192548,-1.148849,0.130944,0.536074,0.065328,-0.927143,1.630335,-0.188976,-0.258283,0.053211,0.044823,-2.676929,1.125776,-0.102159,1.056308,-0.243986,0.532663,-0.949485,0.199159,-0.390505,0.016218,-0.027786,-1.69867,-0.7627,0.039508,-0.079357,0.163627,-0.047746,-0.582351,0.541127,-0.279651,0.395289,0.030242,0.262591,0.136549,-0.129973,-0.261754,-0.247063,-0.274076,-0.418586,-0.064005,1.636619,0.356013,1.759359,0.13302,-0.098809,0.081584,0.237882,-0.882121,0.055363,-0.365795,0.665314,2.004013,-0.258308,0.193121,0.541633,-1.07113,-0.257468,-0.739372
"HEC6_ENDOMETRIUM",-0.509494,0.123579,0.449731,-0.166719,0.689636,0.508115,-0.323048,0.765427,-0.408147,0.033364,-0.523776,0.200527,-0.324989,-0.717916,-0.411661,4.413984,2.833593,-0.121417,0.335893,1.020456,-1.840476,0.48784,-0.393394,-0.334173,-2.046175,0.621657,-0.040113,0.224661,-0.24811,0.331941,-0.127755,-0.770683,0.457859,-0.200201,2.145717,0.992624,0.889948,-0.352113,-0.361532,-0.234306,-0.071365,0.80366,-0.737916,-0.379592,-0.194352,0.267509,0.086193,-0.239207,-0.080372,0.741341,-0.418909,-2.767737,-0.441363,-0.351062,1.42467,0.894335,-0.038581,-0.072571,0.302689,-0.444571,-0.101524,-0.213955,-0.134708,0.872514,0.245367,-0.169841,-0.512332,-0.389419,0.055489,0.598636,2.468802,1.268266,0.732318,1.098367,0.168374,-0.306314,0.387156,0.924389,-0.610027,-0.019005,0.024623,0.662659,0.513828,-1.713731,-0.813666,0.490559,0.062348,0.004485,1.313113,0.00646,1.058307,-0.306458,0.225604,-0.078009,0.098811,0.480572,0.080282,0.528778,-0.030413,0.046189,0.141942,0.331907,-0.280502,-0.642716,-1.255107,-0.483938,0.112011,-0.163664,0.444437,-0.347581,-0.027048,-0.601374,1.426218,0.161933,0.379961,0.255839,0.107048,-0.703974,-0.917994,-1.80175,-0.786965,-0.126371,1.566252,1.331741,0.3872,-0.587989,0.523083,1.786441,2.065144,0.43905,-0.259455,-0.954777,0.208522,-0.418436,0.161845,-0.327305,0.030103,0.213697,-0.440128,0.679721,-1.439694,1.273841,1.937267,0.072227,-0.175804,-0.317495,0.641601,-0.247695,0.447077,0.22659,-0.896591,0.440539,0.630216,0.585117,2.15993,-0.390748,0.447713,0.17457,0.258407,0,-0.281715,0.223374,-0.684837,0.577782,0.381908,-0.366358,-3.199584,-0.358552,-0.427061,-0.297247,-0.945517,-0.57278,-0.512228,1.242094,-0.285452,0.311049,0.285219,1.298918,1.340574,-0.283272,-0.342948,-0.015794,-0.296766,-0.135267,0.351498,-0.499165,-0.417515,-0.591963,0.080805,-0.610541,0.341809,-0.189694,0.053762,-0.222633,-1.187678,-0.198855,-3.138332,0.491216,0.636253,0.530798,0.279104,-0.474056,1.240401,-0.35521,0.067596,-1.344449,0.505438,2.653607,-0.383117,-0.511743,0.098024,-0.106132,0.573888,0.151982
